"","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms"
"300",191500,0.88,"No",33,35900,"No","No","Gas","Hot Water","Public",2576,1,2.5,10
"301",158000,0.55,"No",36,30500,"No","No","Gas","Hot Water","Public",1664,1,2,8
"302",195000,1,"No",24,46000,"No","No","Electric","Electric","Private",1237,0,1.5,3
"303",187500,0.43,"No",29,31400,"No","Yes","Gas","Hot Air","Public",2662,1,2.5,9
"304",160000,0.45,"No",35,32300,"No","No","Gas","Hot Air","Public",1575,1,1.5,7
"305",137500,0.1,"No",12,18000,"No","Yes","Gas","Hot Air","Public",1566,0,1.5,7
"306",109900,0.09,"No",16,17600,"No","Yes","Gas","Hot Air","Public",1326,1,1.5,4
"307",85000,0.09,"No",18,17600,"No","No","Gas","Hot Water","Public",1480,0,1.5,8
"308",184350,0.59,"No",0,38400,"No","No","Gas","Hot Air","Public",2161,1,2.5,11
"309",134500,0.16,"No",10,18600,"No","Yes","Gas","Hot Air","Public",1352,1,1.5,3
"310",154900,0.51,"No",33,34600,"No","Yes","Gas","Hot Air","Public",1648,0,1.5,8
"311",255000,0.46,"No",25,60500,"No","Yes","Gas","Hot Air","Public",2936,1,3.5,12
"312",238600,0.46,"No",1,36400,"No","No","Gas","Hot Air","Public",2404,1,2.5,10
"313",106000,0.42,"No",36,30900,"No","No","Gas","Hot Air","Public",1738,0,1.5,9
"314",625000,0.45,"No",14,119500,"No","Yes","Gas","Hot Air","Public",5228,4,4,12
"315",195000,0.55,"No",34,30500,"No","No","Gas","Hot Water","Public",2576,1,2.5,12
"316",168500,0.44,"No",34,31800,"No","No","Gas","Hot Air","Public",1586,1,1.5,7
"317",87000,0.06,"No",19,16400,"No","No","Electric","Electric","Public",1480,0,1.5,5
"318",215000,0.5,"No",15,37000,"No","No","Gas","Hot Air","Public",1917,1,2.5,7
"319",197500,0.3,"No",30,24500,"No","Yes","Gas","Hot Air","Public",1938,1,1.5,9
"320",215000,0.33,"No",3,11600,"No","Yes","Gas","Hot Air","Public",2110,1,2.5,8
"321",118000,0.14,"No",19,18400,"No","No","Gas","Hot Air","Public",1479,0,1.5,5
"322",187900,0.69,"No",34,34700,"No","No","Gas","Hot Water","Public",2576,1,2.5,9
"323",275000,0.38,"No",18,60800,"No","Yes","Gas","Hot Air","Public",2445,2,2.5,9
"324",249900,0.74,"No",14,73800,"No","Yes","Gas","Hot Air","Public",2185,1,2.5,7
"325",270000,0.38,"No",18,82800,"No","Yes","Electric","Hot Air","Private",2078,1,2.5,8
"326",157900,0.38,"No",37,29100,"No","No","Gas","Hot Air","Public",1674,1,1.5,5
"327",120000,0.29,"No",19,20300,"No","No","Electric","Electric","Public",1228,0,1.5,9
"328",126400,0.28,"No",22,19500,"No","Yes","Electric","Electric","Public",1375,1,1.5,7
"329",220000,0.54,"No",16,30200,"No","Yes","Gas","Hot Air","Public",1650,1,2,5
"330",180000,0.26,"No",31,21900,"No","Yes","Gas","Hot Air","Public",1718,1,1.5,9
"331",203600,0.59,"No",33,31700,"No","No","Gas","Hot Water","Public",2576,1,2.5,9
"332",249900,0.37,"No",4,37500,"No","No","Gas","Hot Air","Public",2280,1,2.5,7
"333",193000,0.4,"No",18,25000,"No","No","Gas","Hot Water","Public",2088,1,2.5,10
"334",215000,0.5,"No",15,37000,"No","No","Gas","Hot Air","Public",1917,1,2.5,9
"335",201000,0.54,"No",29,30200,"No","No","Gas","Hot Water","Public",3140,1,3.5,10
"336",65000,0.22,"No",73,6900,"No","No","Gas","Hot Air","Private",1029,0,1,4
"337",195000,0.35,"No",36,39800,"No","Yes","Gas","Hot Air","Public",1896,1,2.5,7
"338",215900,0.52,"No",38,29600,"No","No","Gas","Hot Water","Public",2310,1,2.5,9
"339",92000,0.31,"No",17,19600,"No","No","Electric","Electric","Public",924,1,1,6
"340",155000,0.38,"No",25,38000,"No","Yes","Gas","Electric","Public",2080,1,2.5,9
"341",123500,0.08,"No",22,17200,"No","Yes","Electric","Electric","Public",1237,1,1.5,4
"342",110400,0.1,"No",29,18000,"No","Yes","Gas","Hot Air","Public",1287,0,1.5,5
"343",198900,0.44,"No",18,33200,"No","No","Gas","Hot Water","Public",1847,1,2.5,7
"344",150000,0.26,"No",49,41900,"No","Yes","Gas","Hot Air","Private",1064,0,1,8
"345",104000,0.07,"No",18,16800,"No","Yes","Gas","Hot Air","Public",1480,1,1.5,4
"346",245000,0.48,"No",23,48500,"No","Yes","Gas","Hot Air","Public",2462,2,3.5,8
"347",180000,0.41,"No",17,25400,"No","No","Gas","Hot Water","Public",2228,1,2.5,7
"348",154300,0.42,"No",61,14700,"No","No","Gas","Hot Water","Private",1260,0,1,8
"349",170000,0.45,"No",30,30000,"No","No","Gas","Hot Air","Public",1559,1,2.5,5
"350",219000,0.6,"No",25,71000,"No","Yes","Gas","Hot Air","Public",1980,1,2.5,10
"351",295000,0.95,"No",9,78000,"No","No","Gas","Hot Air","Private",2380,1,2.5,6
"352",181500,0.56,"No",27,30800,"No","No","Gas","Hot Water","Public",1887,1,2.5,8
"353",260000,1.25,"No",133,43500,"No","No","Gas","Hot Water","Private",2185,1,1.5,11
"354",239900,0.7,"No",15,69400,"No","Yes","Electric","Electric","Public",2488,1,2.5,7
"355",135500,0.67,"No",56,21100,"No","No","Gas","Hot Air","Private",1152,0,2,3
"356",191500,0.66,"No",15,32100,"No","No","Gas","Hot Water","Public",2025,1,2.5,9
"357",225000,0.62,"No",37,32600,"No","No","Gas","Hot Water","Public",2521,1,2.5,12
"358",98500,0.08,"No",18,17200,"No","Yes","Gas","Hot Air","Public",1480,0,1.5,4
"359",110500,0.08,"No",17,17200,"No","Yes","Gas","Hot Air","Public",1480,1,1.5,5
"360",290000,0.51,"No",7,39100,"No","No","Gas","Hot Air","Public",2362,1,2.5,8
"361",184400,0.28,"No",31,23200,"No","Yes","Gas","Hot Air","Public",1910,1,1.5,7
"362",178500,1,"No",12,32000,"No","No","Oil","Hot Air","Private",1952,2,2,9
"363",415000,0.58,"No",9,86400,"No","Yes","Gas","Hot Air","Public",3358,1,3.5,12
"364",244900,0.43,"No",26,39000,"No","Yes","Gas","Hot Air","Public",2090,1,2.5,7
"365",150000,0.55,"No",35,33000,"No","Yes","Gas","Hot Air","Public",1965,1,2,11
"366",168000,0.49,"No",33,34100,"No","Yes","Gas","Hot Air","Public",2110,1,1.5,9
"367",159000,0.39,"No",43,29600,"No","No","Gas","Hot Air","Private",1456,0,2.5,9
"368",127000,0.06,"No",18,16400,"No","No","Gas","Hot Air","Public",1479,0,1.5,7
"369",175000,0.46,"No",29,27400,"No","No","Gas","Hot Water","Public",1874,1,2.5,7
"370",255250,0.5,"No",0,17500,"No","No","Gas","Hot Air","Public",2099,1,2.5,8
"371",175000,0.6,"No",33,32000,"No","No","Gas","Hot Water","Public",1872,1,2.5,8
"372",235000,0.41,"No",17,44300,"No","Yes","Electric","Electric","Public",2388,1,2.5,11
"373",324000,0.53,"No",18,65800,"No","Yes","Gas","Hot Air","Public",2812,1,2.5,12
"374",173000,0.21,"No",11,19100,"No","No","Gas","Hot Air","Public",1064,1,2,4
"375",116900,0.06,"No",20,16400,"No","Yes","Gas","Hot Air","Public",1375,0,1.5,7
"376",105900,0.09,"No",19,17600,"No","No","Electric","Hot Air","Public",1480,0,1.5,5
"377",112000,0.13,"No",25,18300,"No","Yes","Gas","Hot Air","Public",1260,1,1.5,5
"378",235000,0.72,"No",15,40300,"No","Yes","Gas","Hot Air","Public",2086,1,2.5,5
"379",235000,1,"No",9,43900,"No","No","Oil","Hot Air","Private",2588,1,2.5,12
"380",130000,0.18,"No",18,18800,"No","No","Electric","Electric","Public",1480,0,1.5,4
"381",235000,0.74,"No",10,35700,"No","No","Gas","Hot Air","Public",1752,1,2.5,7
"382",191900,0.48,"No",32,28200,"No","No","Gas","Hot Water","Public",2660,1,2.5,11
"383",284900,0.58,"No",20,69500,"No","Yes","Gas","Hot Air","Public",2417,1,2.5,9
"384",335000,0.01,"No",21,79100,"No","Yes","Gas","Hot Air","Public",2793,1,2.5,7
"385",140000,1,"No",78,21200,"No","No","Oil","Hot Water","Private",1152,0,1,6
"386",191000,0.41,"No",29,25400,"No","No","Gas","Hot Water","Public",2344,1,2.5,9
"387",153000,0.51,"No",33,34600,"No","Yes","Gas","Hot Air","Public",1926,1,1.5,6
"388",196000,0.55,"No",35,34800,"No","Yes","Gas","Hot Air","Public",2208,1,2.5,9
"389",248000,0.46,"No",16,60500,"No","Yes","Gas","Hot Air","Public",2208,1,2.5,7
"390",240000,0.6,"No",35,32000,"No","No","Gas","Hot Water","Public",2708,2,2.5,12
"391",132000,0.19,"No",18,18900,"No","Yes","Gas","Hot Air","Public",1142,0,1.5,6
"392",199000,1.42,"No",32,48300,"No","Yes","Gas","Hot Air","Private",2529,1,2,7
"393",217000,0.69,"No",20,35500,"No","No","Electric","Electric","Private",1797,0,2,9
"394",167000,0.51,"No",31,34600,"No","No","Gas","Hot Air","Public",1611,1,1.5,4
"395",245000,0.29,"No",13,31400,"No","Yes","Gas","Hot Air","Public",2576,1,2.5,10
"396",358000,0.06,"No",10,79600,"No","Yes","Gas","Hot Air","Private",2653,0,2.5,10
"397",412500,0.6,"No",13,88000,"No","Yes","Gas","Hot Water","Public",3896,2,4.5,12
"398",208000,0.53,"No",16,37500,"No","Yes","Gas","Hot Air","Public",1585,1,1,6
"399",270000,0.38,"No",10,38000,"No","Yes","Gas","Hot Air","Public",2774,1,2.5,8
"400",100000,0.74,"No",54,28300,"No","No","Gas","Hot Air","Private",1283,1,1,3
"401",130000,0.56,"No",29,34800,"No","No","Oil","Hot Air","Private",1136,0,1,6
"402",182500,0.71,"No",32,35100,"No","No","Gas","Hot Water","Public",1896,1,2.5,6
"403",139000,2.84,"No",55,60200,"No","No","Gas","Hot Water","Private",1536,1,1,7
"404",104000,0.09,"No",19,17600,"No","No","Electric","Electric","Public",1480,1,1.5,5
"405",221000,0.52,"No",14,37300,"No","Yes","Gas","Hot Air","Public",2096,1,2.5,8
"406",260000,1,"No",8,40200,"No","Yes","Gas","Hot Air","Public",2324,0,2.5,7
"407",182500,0.5,"No",29,29000,"No","No","Gas","Hot Water","Public",2079,1,2.5,7
"408",196000,0.43,"No",33,31400,"No","Yes","Gas","Hot Air","Public",1911,1,1.5,10
"409",132000,0.09,"No",18,17600,"No","Yes","Gas","Hot Air","Public",1480,1,1.5,7
"410",224900,0.11,"No",25,32900,"No","No","Gas","Hot Water","Private",2208,1,2.5,10
"411",199900,0.24,"No",9,28000,"No","No","Gas","Hot Air","Public",1462,0,2.5,7
"412",165835,0.39,"No",38,29600,"No","No","Gas","Hot Air","Private",1794,1,1.5,10
"413",189000,0.8,"No",38,35500,"No","No","Gas","Hot Water","Public",1886,1,2.5,9
"414",89900,0.19,"No",19,13300,"No","No","Electric","Electric","Public",1080,0,1.5,7
"415",235000,0.59,"No",34,31700,"No","Yes","Gas","Hot Water","Public",2576,1,3,11
"416",166000,0.48,"No",26,31200,"No","No","Gas","Hot Water","Public",1508,1,1.5,5
"417",153100,0.46,"No",35,32700,"No","No","Gas","Hot Air","Public",1672,1,1,5
"418",162000,0.4,"No",35,30000,"No","Yes","Gas","Hot Air","Public",1739,1,1.5,9
"419",224000,0.52,"No",40,29600,"No","No","Gas","Hot Water","Private",3074,1,2.5,12
"420",222400,0.86,"No",3,35600,"No","No","Gas","Hot Air","Private",1976,1,2.5,8
"421",199000,0.46,"No",37,27400,"No","No","Gas","Hot Water","Public",2302,1,2.5,8
"422",166000,0.95,"No",13,9500,"No","Yes","Gas","Hot Air","Private",1480,1,2,4
"423",149900,0.63,"No",11,17900,"No","No","Gas","Hot Water","Public",960,0,2,5
"424",152000,0.42,"No",16,17400,"No","No","Electric","Electric","Private",1582,0,1.5,8
"425",162500,0.34,"No",154,11900,"No","No","Oil","Hot Air","Public",1600,0,1,7
"426",274900,0.5,"No",5,4000,"No","No","Gas","Hot Air","Public",2320,0,2.5,9
"427",100000,0.2,"No",14,7200,"No","No","Gas","Hot Water","Public",1034,0,1.5,5
"428",215000,2.96,"No",19,11000,"No","No","Electric","Electric","Private",1488,0,1.5,8
"429",124000,1,"No",17,3500,"No","No","Electric","Electric","Private",1056,0,1,8
"430",125000,1,"No",128,16200,"No","No","Oil","Hot Air","Private",864,0,1,6
"431",138000,1,"No",19,17600,"No","No","Electric","Electric","Private",1552,1,2,4
"432",225000,0.52,"No",11,18200,"No","No","Gas","Hot Air","Public",1816,1,1.5,6
"433",180000,0.48,"No",20,12500,"No","Yes","Gas","Hot Air","Private",1530,1,2,6
"434",189900,0.33,"No",14,11900,"No","Yes","Gas","Hot Air","Public",1756,0,2,8
"435",435000,1,"No",25,25000,"No","No","Gas","Hot Water","Private",4211,2,3.5,12
"436",120000,2.6,"No",10,20200,"No","No","Oil","Hot Air","Private",2206,1,2.5,7
"437",163000,0.15,"Yes",64,36000,"No","No","Oil","Hot Air","Public",1092,0,1,6
"438",131000,2.8,"No",114,28300,"No","No","Oil","Hot Water","Private",1594,0,1,10
"439",126500,0.08,"No",15,2100,"No","No","Gas","Hot Air","Public",1480,1,2.5,8
"440",122500,0.14,"No",15,3200,"No","Yes","Gas","Hot Air","Public",1480,1,1.5,4
"441",425000,0.46,"No",88,19700,"No","Yes","Gas","Hot Air","Private",3003,1,3.5,12
"442",225000,0.63,"No",54,9500,"No","No","Oil","Hot Water","Private",2164,0,1.5,7
"443",209000,3.8,"No",19,14400,"No","No","Oil","Hot Water","Private",1519,0,1,3
"444",189100,0.46,"No",15,15700,"No","Yes","Oil","Hot Air","Private",1604,1,2.5,4
"445",285000,0.98,"No",25,15900,"No","No","Electric","Electric","Private",1400,1,2,5
"446",266600,1,"No",12,20300,"No","No","Gas","Hot Air","Private",1752,0,1,7
"447",80000,1,"No",32,20300,"No","No","Electric","Electric","Private",880,0,1.5,6
"448",225000,6.07,"No",14,25700,"No","No","Oil","Hot Air","Private",1240,0,2,5
"449",159000,0.03,"No",17,18800,"No","No","Gas","Hot Air","Private",1514,1,1.5,8
"450",119900,0.18,"No",2,15000,"No","Yes","Gas","Hot Air","Public",840,0,1,6
"451",130900,0.11,"No",1,15000,"No","Yes","Gas","Hot Air","Public",840,0,1,3
"452",194670,0.28,"No",124,7400,"No","No","Gas","Hot Air","Public",2592,0,1.5,12
"453",72000,0.18,"No",121,7300,"No","No","Gas","Hot Air","Public",1010,0,1,7
"454",144700,0.16,"No",2,15000,"No","No","Gas","Hot Air","Public",1380,0,1.5,6
"455",139500,0.15,"No",3,15000,"No","Yes","Gas","Hot Air","Public",1366,0,1.5,8
"456",319000,0.5,"Yes",5,40200,"No","Yes","Gas","Hot Air","Public",1681,1,2.5,4
"457",348000,3.68,"No",14,27200,"No","No","Oil","Hot Water","Private",2037,1,2,9
"458",189900,0.98,"No",16,11200,"No","No","Oil","Hot Water","Private",2570,0,1.5,10
"459",20000,0.52,"No",59,8000,"No","No","Oil","Hot Air","Private",936,0,1,4
"460",60000,0.01,"No",13,1200,"No","No","Gas","Hot Water","Public",960,0,1.5,7
"461",179500,0.91,"No",11,3200,"No","No","Oil","Hot Air","Private",1352,1,1.5,5
"462",133300,0.34,"No",118,6200,"No","No","Gas","Hot Water","Public",1060,0,1,8
"463",153000,2.06,"No",6,40100,"No","No","Oil","Hot Air","Private",1508,0,2,5
"464",111900,0.35,"No",54,19600,"No","No","Oil","Hot Air","Private",1272,1,1.5,9
"465",187000,0.47,"No",18,18800,"No","No","Oil","Hot Water","Private",2389,0,3,11
"466",158500,0.7,"No",17,28800,"No","No","Gas","Hot Air","Private",1210,1,1,4
"467",153000,0.39,"No",52,21800,"No","No","Oil","Hot Air","Private",1230,1,1,6
"468",190000,0.52,"No",47,28100,"No","No","Oil","Hot Air","Private",1832,1,2,8
"469",242000,1.27,"No",27,34200,"No","No","Oil","Hot Water","Private",1854,1,1.5,8
"470",234500,2,"No",164,40000,"No","No","Oil","Hot Air","Private",2268,0,2.5,10
"471",225000,0.68,"No",29,28700,"No","No","Oil","Hot Air","Private",1807,1,1.5,8
"472",165000,0.38,"No",48,21300,"No","No","Gas","Hot Air","Private",1272,1,1.5,5
"473",129900,0.28,"No",12,4800,"No","Yes","Gas","Hot Air","Public",1560,1,1,8
"474",315000,0.07,"No",15,200,"No","Yes","Gas","Hot Air","Public",1863,1,3.5,7
"475",129900,0.24,"Yes",64,1400,"No","No","Oil","Hot Air","Private",1120,0,1,3
"476",257000,0.26,"No",15,700,"No","Yes","Gas","Hot Air","Public",1832,1,2.5,8
"477",324000,3.64,"No",0,7400,"No","Yes","Oil","Hot Air","Public",2092,1,2.5,8
"478",520000,0.41,"No",13,3100,"No","No","Oil","Hot Air","Public",2702,1,2.5,11
"479",150414,0.46,"No",32,5800,"No","No","Oil","Hot Water","Public",1040,1,1.5,5
"480",290000,0.15,"No",13,400,"No","Yes","Gas","Hot Air","Public",1758,1,2.5,6
"481",112000,0.16,"No",116,6800,"No","No","Oil","Hot Air","Public",2326,0,2,7
"482",185000,1,"No",13,13700,"No","No","Electric","Electric","Private",2340,0,1.5,8
"483",295000,2.61,"No",1,15700,"No","No","Oil","Hot Water","Private",2058,1,2.5,9
"484",290000,1,"Yes",33,21700,"No","No","Oil","Hot Air","Private",944,1,1,4
"485",79900,0.19,"No",44,9100,"No","No","Electric","Electric","Private",640,0,1,6
"486",256000,0.83,"No",6,14700,"No","Yes","Gas","Hot Air","Private",2353,1,2.5,8
"487",245000,1,"No",7,17800,"No","No","Gas","Hot Water","Private",2038,1,2.5,7
"488",140000,0.42,"No",32,18500,"No","Yes","Gas","Hot Air","Private",1469,0,1.5,9
"489",272000,0.87,"No",10,41100,"No","No","Gas","Hot Air","Public",2219,1,2,10
"490",164000,0.68,"No",16,19900,"No","No","Gas","Hot Air","Public",1774,0,2,7
"491",182500,0.38,"No",51,14600,"No","Yes","Oil","Hot Air","Private",1296,1,2,9
"492",219900,1.1,"No",124,20100,"No","No","Oil","Hot Water","Private",2289,1,1.5,9
"493",325000,0.8,"No",134,18100,"No","No","Gas","Hot Air","Private",2463,2,2.5,12
"494",352000,0.95,"No",2,49200,"No","Yes","Oil","Hot Air","Private",3126,0,2.5,12
"495",315000,4.1,"No",15,26600,"No","No","Oil","Hot Water","Private",2550,0,2.5,7
"496",154000,0.34,"No",49,13100,"No","Yes","Oil","Hot Air","Private",1182,0,1,6
"497",199000,0.09,"No",48,15800,"No","Yes","Oil","Hot Air","Private",1890,1,2,7
"498",202000,1,"No",12,500,"No","No","Oil","Hot Air","None",1944,1,2.5,7
"499",292000,0.57,"No",6,15000,"No","No","Gas","Hot Air","Public",2815,1,2.5,10
"500",116600,1,"No",11,34900,"No","No","Electric","Electric","Private",1040,1,2,7
"501",155000,0.48,"No",25,14400,"No","No","Oil","Hot Air","Private",1638,0,2,5
"502",215000,0.14,"No",13,21100,"No","No","Gas","Hot Air","Private",2206,1,2.5,9
"503",373490,0.19,"No",0,74800,"Yes","No","Gas","Hot Air","Public",3170,1,3.5,12
"504",259142,0.5,"No",0,74800,"Yes","Yes","Gas","Hot Air","Public",2328,1,2.5,10
"505",293565,0.35,"No",0,74800,"Yes","No","Gas","Hot Air","Public",2737,1,3,8
"506",285558,0.21,"No",0,32000,"Yes","No","Gas","Hot Air","Public",2879,0,3,8
"507",273960,3.47,"No",1,20300,"Yes","Yes","Gas","Hot Air","Private",2158,1,2,10
"508",185000,0.55,"No",11,19300,"No","Yes","Gas","Hot Air","Public",1336,1,2,7
"509",190000,0.53,"No",4,4200,"No","No","Gas","Hot Air","Public",1594,0,2.5,6
"510",171000,0.54,"No",11,18900,"No","Yes","Gas","Hot Air","Public",1603,0,1.5,4
"511",208000,0.54,"No",11,18900,"No","Yes","Gas","Hot Air","Public",2190,0,2.5,11
"512",168000,0.32,"No",10,10700,"No","Yes","Gas","Hot Air","Public",1478,1,2.5,5
"513",165000,0.25,"No",10,8400,"No","Yes","Gas","Hot Air","Public",1348,0,2,7
"514",138500,0.32,"No",36,8000,"No","Yes","Gas","Hot Air","Private",1558,1,1,6
"515",179900,0.5,"No",13,18300,"No","No","Gas","Hot Air","Public",1574,1,1.5,7
"516",180000,0.04,"No",13,16500,"No","Yes","Gas","Hot Air","Public",1612,0,2,7
"517",112000,0.21,"No",129,7300,"No","No","Gas","Hot Water","Public",1216,0,1,7
"518",152000,0.17,"No",124,6000,"No","Yes","Gas","Hot Air","Public",2256,0,1.5,8
"519",100000,0.51,"No",28,15000,"No","No","Oil","Hot Air","Private",1170,1,1.5,4
"520",154000,0.17,"No",29,4600,"No","No","Oil","Hot Air","Public",1456,0,2,6
"521",133000,0.11,"No",29,3900,"No","No","Electric","Electric","Public",1320,0,3,5
"522",285000,0.14,"No",14,20700,"No","Yes","Gas","Hot Air","Private",2076,1,2.5,10
"523",138000,1,"No",22,16800,"No","No","Electric","Electric","Private",1326,0,2,5
"524",303000,0.18,"No",20,20900,"No","No","Electric","Electric","Private",2240,1,2.5,10
"525",250000,1.29,"No",19,21600,"No","Yes","Gas","Hot Air","Private",2100,1,3,7
"526",167500,1,"No",27,8300,"No","No","Oil","Hot Air","Private",1129,0,1,7
"527",190000,0.6,"No",19,16000,"No","Yes","Gas","Hot Air","Private",2296,1,2.5,7
"528",182500,0.46,"No",20,13800,"No","No","Gas","Hot Air","Private",1475,1,2,8
"529",107000,1.03,"No",20,20100,"No","No","Gas","Hot Air","Private",1268,1,1,6
"530",195000,0.47,"No",15,14100,"No","No","Gas","Hot Air","Private",1816,1,2,7
"531",169000,0.5,"No",30,15000,"No","No","Gas","Hot Water","Private",1632,1,2.5,8
"532",156000,0.26,"No",11,8700,"No","No","Gas","Hot Air","Public",1254,0,1.5,5
"533",120000,0.49,"No",30,64400,"No","No","Gas","Hot Air","Public",1272,0,1,4
"534",170000,0.28,"No",29,80800,"No","Yes","Gas","Hot Air","Public",1604,0,1.5,6
"535",249835,0.52,"No",0,77000,"No","Yes","Gas","Hot Air","Public",2474,1,2.5,11
"536",188095,0.15,"No",0,36000,"No","Yes","Gas","Hot Air","Public",2057,1,2.5,9
"537",176450,0.05,"No",6,32000,"No","Yes","Electric","Electric","Public",1852,0,2.5,8
"538",322277,0.09,"No",1,51400,"No","Yes","Gas","Hot Air","Public",2242,0,3,8
"539",149000,0.49,"No",32,64400,"No","No","Gas","Hot Air","Public",1564,1,1.5,9
"540",95000,0.19,"No",24,39200,"No","No","Electric","Electric","Private",960,0,1,6
"541",198500,0.1,"No",63,85000,"No","Yes","Gas","Hot Air","Public",1680,0,2.5,7
"542",185000,0.03,"No",3,27000,"No","Yes","Gas","Hot Air","Public",1428,1,2.5,6
"543",168900,0.16,"No",0,36800,"No","Yes","Gas","Hot Air","Public",1672,0,2.5,7
"544",220000,0.28,"No",29,80800,"No","Yes","Gas","Hot Air","Public",2284,1,1.5,6
"545",129900,0.32,"No",31,54200,"No","Yes","Gas","Hot Air","Public",1286,1,1,4
"546",167000,0.23,"No",53,73000,"No","No","Gas","Hot Water","Public",1250,0,1,4
"547",330000,0.12,"No",113,51300,"No","No","Oil","Hot Water","Public",1896,0,1.5,8
"548",336000,0.15,"No",1,61000,"No","Yes","Gas","Hot Air","Public",2592,0,3,10
"549",512971,0.01,"No",0,12500,"No","Yes","Gas","Hot Air","Public",1904,1,2,8
"550",229000,0.29,"No",3,46400,"No","Yes","Gas","Hot Air","Public",1680,0,2,6
"551",145000,0.16,"No",38,54900,"No","No","Gas","Hot Air","Public",1152,1,1,7
"552",103000,0.07,"No",16,46600,"No","Yes","Electric","Electric","Public",1290,1,1.5,5
"553",210000,0.17,"No",93,55800,"No","No","Gas","Hot Air","Public",2396,1,1.5,11
"554",559000,0.24,"No",55,255000,"No","Yes","Gas","Hot Water","Public",3090,2,4,12
"555",218000,0.21,"No",142,107000,"No","No","Oil","Hot Water","Public",1428,0,1,8
"556",262138,0.15,"No",0,114000,"No","Yes","Gas","Hot Air","Public",1631,1,2.5,4
"557",125000,0.24,"No",33,49100,"No","No","Gas","Hot Air","Public",1368,0,1,7
"558",130000,0.16,"No",36,54900,"No","No","Gas","Hot Air","Public",1134,0,1,4
"559",157500,0.3,"No",27,84600,"No","Yes","Gas","Hot Air","Public",1697,1,1.5,6
"560",193000,0.3,"No",6,47000,"No","Yes","Gas","Hot Air","Public",1666,1,2.5,4
"561",275000,0.12,"No",78,89000,"No","Yes","Oil","Hot Water","Public",1738,1,2.5,6
"562",240000,0.15,"No",103,210000,"No","No","Gas","Hot Water","Public",1457,0,1.5,7
"563",200136,0.15,"No",0,54000,"No","Yes","Gas","Hot Air","Public",1632,1,2.5,7
"564",395000,1.4,"No",12,128500,"No","Yes","Gas","Hot Air","None",2186,0,2.5,6
"565",366703,0.15,"No",0,95000,"No","Yes","Electric","Hot Air","Public",2117,1,2.5,6
"566",103150,0.25,"No",32,50000,"No","No","Gas","Hot Air","Public",936,1,1,8
"567",310000,0.17,"No",169,220000,"No","No","Gas","Hot Water","Public",3347,2,2.5,12
"568",142900,0.36,"No",32,50600,"No","Yes","Gas","Hot Air","Public",1824,1,2.5,10
"569",359770,0.16,"No",1,62600,"No","Yes","Gas","Hot Air","Public",2592,0,3,8
"570",126000,0.68,"No",64,84200,"No","No","Oil","Hot Air","Private",1080,0,1,7
"571",760000,1.22,"No",2,194700,"No","Yes","Gas","Hot Air","Private",3148,0,3.5,12
"572",282500,0.25,"No",150,115000,"No","No","Gas","Hot Water","Public",2128,1,1.5,8
"573",132000,0.06,"No",18,28800,"No","No","Gas","Hot Air","Public",1616,0,1.5,8
"574",325000,0.23,"No",5,73800,"No","Yes","Gas","Hot Air","Public",3313,1,2.5,12
"575",207000,0.48,"No",25,57800,"No","No","Gas","Hot Water","Public",2327,1,1.5,10
"576",155000,0.24,"No",32,49100,"No","Yes","Gas","Hot Air","Public",1640,1,1.5,7
"577",330000,0.12,"No",73,89000,"No","No","Gas","Hot Water","Public",1421,0,1.5,5
"578",101760,0.15,"No",103,54000,"No","No","Gas","Hot Water","Public",1280,1,1,3
"579",496000,0.34,"No",3,82400,"No","Yes","Gas","Hot Air","Public",3467,1,2.5,11
"580",185000,0.11,"No",83,87000,"No","No","Gas","Hot Water","Public",1250,0,1.5,5
"581",125000,0.25,"No",33,50000,"No","No","Gas","Hot Air","Public",1368,0,1,5
"582",286000,0.13,"No",1,110200,"No","No","Gas","Hot Air","Public",1396,0,2.5,8
"583",269000,0.04,"No",15,36000,"No","Yes","Gas","Hot Air","Public",2004,1,2.5,8
"584",303374,0.12,"No",1,56200,"No","Yes","Gas","Hot Air","Public",2242,0,3,6
"585",371165,0.39,"No",0,85400,"No","No","Gas","Hot Air","Public",2786,1,2.5,8
"586",287600,0.07,"No",0,48200,"No","Yes","Gas","Hot Air","Public",2242,0,2.5,6
"587",131000,0.34,"No",33,55400,"No","No","Gas","Hot Air","Public",1404,0,1,6
"588",187000,1,"No",25,98500,"No","Yes","Gas","Hot Air","Private",1600,1,1.5,7
"589",169000,0.04,"No",103,36000,"No","No","Gas","Hot Air","Public",1408,0,1,3
"590",133500,0.21,"No",37,59400,"No","No","Gas","Hot Air","Public",972,0,1,8
"591",620000,1.06,"No",14,125100,"No","Yes","Oil","Hot Air","Private",4856,2,4,12
"592",549254,0.25,"No",0,63000,"No","Yes","Gas","Hot Air","Public",2885,1,2.5,11
"593",280000,0.09,"No",82,83000,"No","No","Gas","Hot Air","Public",1560,0,1,6
"594",135000,0.26,"No",33,50600,"No","No","Gas","Hot Air","Public",1472,0,1,8
"595",195388,0.14,"No",0,35200,"No","Yes","Gas","Hot Air","Public",2124,1,2.5,10
"596",337020,0.15,"No",1,114000,"No","Yes","Gas","Hot Air","Public",2162,1,2.5,7
